Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood
18.47,145,61,0.058,0.07,"[-4.21, -0.361, -1.913, -5.489, -2.239, 7.051, -6.867, -6.224, 8.581, -2.708, 6.943, -1.379, 9.937]",Sad
14.94,136.79,53,0.059,0.081,"[3.371, -7.175, 6.589, -2.084, 2.554, 3.585, -8.876, -9.081, -3.179, 8.674, 2.735, 9.747, 6.423]",Sad
9.92,173.03,90,0.035,0.019,"[6.367, -3.384, 0.896, 8.292, 1.147, 1.233, 2.622, 3.307, 0.061, 1.024, 0.376, -2.473, -8.692]",Neutral
9.76,298.92,152,0.032,0.061,"[1.642, -0.814, 4.502, 0.655, -4.58, 6.404, 3.801, 8.524, 2.293, 2.508, 1.048, 0.874, -2.944]",Angry
13.16,149.78,58,0.099,0.072,"[8.432, -2.385, 6.065, -2.83, 9.284, -1.708, 6.836, 6.366, 7.819, 0.294, 1.688, 9.859, -1.237]",Sad
17.33,172.7,107,0.083,0.023,"[2.231, -4.359, 8.83, -6.086, 4.205, -2.029, 3.879, 2.077, -9.762, 8.842, -5.834, -4.31, 3.659]",Calm
11.05,160.68,100,0.077,0.058,"[2.096, -6.779, -3.521, -0.833, -0.535, -2.061, 1.55, -6.741, -6.254, 4.876, 2.45, 8.817, 8.599]",Confused
15.02,154.48,99,0.078,0.07,"[4.748, 1.652, -7.742, -1.916, -7.053, 6.216, -8.559, -0.259, 6.089, -2.876, -1.15, -8.744, 3.649]",Calm
18.13,135.64,61,0.071,0.048,"[9.838, -5.568, -4.546, -0.577, 1.263, 8.91, 1.702, -6.221, -1.773, 3.28, 7.377, 8.258, -4.97]",Sad
17.33,126.58,69,0.032,0.099,"[8.772, 5.033, 3.092, -2.399, 4.982, -0.258, 1.827, 5.889, 0.187, 0.333, -9.549, -6.277, -1.53]",Bored
9.55,183.83,157,0.032,0.054,"[9.86, 0.693, 2.422, -3.399, -3.85, 1.43, 2.539, -6.958, 3.36, 9.758, -4.3, -8.621, -7.971]",Happy
8.97,198.09,134,0.037,0.014,"[7.013, -7.111, -7.603, 8.425, 8.011, 7.966, 6.089, 9.981, 4.651, -8.707, 2.16, 9.507, -3.397]",Fearful
7.9,243.78,212,0.1,0.084,"[8.451, 3.734, 3.664, -4.5, 6.984, -2.244, 7.157, -4.27, 3.637, 3.465, 8.779, 2.597, -1.377]",Excited
18.73,134.82,63,0.046,0.093,"[-7.25, -3.304, 9.727, -6.984, -1.632, 5.754, 1.246, -1.37, -4.567, -2.796, -7.184, 1.483, 7.209]",Bored
11.49,214.73,153,0.046,0.06,"[-1.301, -8.262, 4.046, -0.053, -2.903, 8.477, -0.052, 0.577, -0.976, 3.783, 6.277, 3.666, -5.862]",Fearful
17.34,142.54,59,0.059,0.087,"[-9.207, 0.257, -6.2, -5.947, -3.178, -1.445, -6.77, 9.101, -3.001, 2.217, -0.736, -9.149, -8.983]",Bored
19.99,118.85,89,0.012,0.093,"[9.825, 1.056, -4.892, -1.703, -3.858, -4.515, 1.95, -0.071, -1.048, 8.001, 9.11, 0.397, 1.942]",Sad
9.65,271.06,178,0.097,0.04,"[-2.058, 2.322, 1.493, 4.619, 7.569, -2.93, 1.731, 3.621, 8.771, -2.617, 6.356, -9.213, 3.436]",Angry
5.81,212.58,199,0.09,0.033,"[9.753, 3.025, 9.577, -3.917, -2.322, 9.818, 9.294, 0.421, 1.157, 8.326, 8.093, 5.042, 7.255]",Excited
10.88,143.24,60,0.076,0.053,"[-0.994, 9.992, -8.22, 6.711, 7.542, 7.25, 7.147, -4.577, -1.82, -0.94, -8.426, -1.902, -4.873]",Sad
9.97,267.73,196,0.091,0.09,"[9.1, -3.138, -1.56, 1.685, -1.267, -5.498, -8.874, -6.763, 5.165, 7.476, 8.875, -7.374, -3.871]",Excited
12.39,169.16,103,0.077,0.055,"[4.765, -0.493, 4.146, 9.322, -1.55, 1.043, -1.694, 6.46, -1.929, 2.384, 6.86, 0.538, -1.554]",Calm
10.62,279.15,181,0.076,0.073,"[7.99, 2.52, 1.213, -3.994, -2.797, 3.235, -5.728, -3.425, -6.364, -7.821, 4.244, -0.883, 6.518]",Angry
16.35,162.55,125,0.098,0.01,"[-1.488, -6.824, 4.706, -3.744, 0.821, -0.572, 1.879, -9.29, 0.053, 8.843, 3.606, 2.391, -8.92]",Calm
13.2,143.35,115,0.045,0.044,"[-3.883, 4.547, 8.373, -2.788, -5.843, -3.81, -6.307, -2.822, 0.145, 7.127, -7.528, -4.037, -3.266]",Neutral
5.1,229.14,156,0.047,0.013,"[-1.116, 8.649, -1.122, -2.418, 6.77, -2.389, 1.102, -2.489, -5.867, -4.159, 8.691, -7.006, -8.682]",Happy
15.66,134.92,81,0.082,0.087,"[-0.153, 2.727, -8.584, 3.397, 2.194, 9.394, 4.084, 6.789, 2.325, -1.219, 2.977, -4.46, -2.027]",Sad
17.92,113.09,78,0.069,0.098,"[1.726, 1.185, 3.602, -3.118, -2.959, -0.299, -0.666, -9.4, 9.165, 7.35, -4.435, 4.891, 9.687]",Sad
6.58,245.03,151,0.093,0.073,"[-7.805, -4.766, 6.585, 5.564, 6.864, 9.221, 9.459, -6.326, -1.074, -0.331, -2.825, 3.387, 9.187]",Surprised
12.99,156.12,127,0.012,0.057,"[1.618, -3.705, -8.955, 1.323, 7.866, -7.365, -0.184, 8.357, -2.648, 6.071, 3.303, 0.626, -3.452]",Neutral
16.14,175.72,104,0.074,0.09,"[-5.609, 1.944, 8.529, 1.485, -0.579, 3.782, -8.014, -9.334, -3.046, -9.667, 8.939, 6.712, -2.786]",Calm
9.22,314.63,156,0.046,0.054,"[4.198, -9.717, 9.716, 4.58, 9.018, 2.117, -3.12, 4.772, -0.526, 6.357, 5.023, 7.846, 1.658]",Angry
18.45,116.53,62,0.013,0.083,"[7.757, -8.215, 7.807, 8.53, -6.352, -0.024, -3.703, 3.505, -2.971, 1.143, -4.66, 4.819, 0.937]",Sad
7.01,273.74,157,0.043,0.065,"[6.729, 8.108, -5.829, -8.772, 5.093, 9.554, -5.797, 8.955, -6.341, 4.041, -1.717, -0.566, -5.919]",Surprised
9.68,284.49,147,0.016,0.077,"[8.767, -6.553, -2.132, -8.401, 4.332, 3.915, 0.286, 3.543, -4.429, -4.179, -8.736, -7.908, 3.63]",Angry
4.77,240.75,164,0.068,0.021,"[-5.503, -0.014, 5.122, -2.928, 8.988, -0.588, -8.493, -0.879, -5.898, -6.463, 7.277, 0.002, 0.836]",Surprised
7.1,217.04,132,0.09,0.017,"[6.964, -8.727, 7.082, 5.456, 2.595, 3.498, 7.289, 5.085, 2.818, 4.41, -0.889, -8.555, 5.11]",Happy
5.77,270.02,170,0.076,0.1,"[-6.137, -4.182, 5.161, 8.332, 8.52, 1.535, -0.677, 1.416, 4.343, 7.538, -3.629, -5.957, 7.593]",Surprised
7.39,247.04,159,0.034,0.045,"[-0.549, -8.53, -7.5, 7.061, -3.973, -0.214, 3.861, -9.768, 8.453, -9.02, -8.107, 8.811, -4.475]",Surprised
13.85,183.16,112,0.028,0.085,"[9.896, 2.182, -5.574, 2.389, -7.463, -0.752, -1.431, -5.663, 1.852, 6.622, 4.159, 0.444, 7.893]",Fearful
19.99,125.04,77,0.069,0.091,"[-9.54, -0.448, 9.395, 7.525, 1.095, 6.954, -7.521, -2.304, -8.418, 8.631, 3.832, -4.1, -7.298]",Bored
17.85,122.54,68,0.037,0.018,"[-7.356, -1.149, -7.716, -3.408, 6.862, 3.329, 5.581, 2.651, -4.293, -6.606, -1.169, -6.089, -6.323]",Bored
14.99,204.48,138,0.055,0.086,"[-7.154, -0.568, -0.803, -1.968, -6.808, -1.117, -6.837, -8.19, 4.122, 9.398, -3.599, 3.022, -4.356]",Fearful
6.35,289.82,152,0.081,0.082,"[-0.414, 4.525, 4.12, -6.286, 0.066, -5.698, 5.426, 4.692, 1.504, -5.6, 1.969, 4.223, 3.145]",Surprised
11.81,164.47,121,0.05,0.058,"[1.106, -6.876, -8.47, -5.147, -0.263, -9.716, 7.923, 5.947, -2.421, 7.868, -6.283, -8.471, -5.995]",Neutral
9.61,141.37,111,0.055,0.053,"[-4.607, 7.581, -5.668, 0.711, 7.717, -3.492, -5.262, -9.527, 2.883, 0.31, 6.06, -8.878, -0.729]",Neutral
11.82,152.91,125,0.081,0.071,"[8.122, -0.628, 4.47, -4.898, 4.628, -7.675, -7.86, -5.652, -4.371, -0.123, 9.645, 1.078, 2.39]",Neutral
13.57,163.5,90,0.024,0.053,"[-4.98, 8.343, 5.329, -5.577, 5.828, -1.378, -9.187, 0.001, 4.502, -4.181, -3.913, -1.136, 6.933]",Neutral
8.37,157.2,97,0.098,0.074,"[-3.271, -1.843, 1.231, -1.848, -7.05, -8.856, -0.804, -3.181, -4.383, 1.959, 7.489, 6.918, 3.84]",Neutral
10.61,229.98,146,0.025,0.091,"[4.341, -8.463, -7.745, 0.257, -6.425, 3.533, 5.138, -5.992, -9.885, 1.772, 3.638, -8.967, -7.63]",Fearful
8,167.19,77,0.051,0.032,"[5.872, 0.001, -4.147, -1.689, 3.692, -1.276, 1.972, -5.747, 8.621, 0.332, 9.21, -4.812, 1.496]",Confused
10.92,235.96,216,0.039,0.077,"[-9.564, -7.775, 3.387, -8.499, -9.071, 7.21, 8.253, -5.822, -3.315, -5.081, 4.368, -9.291, -3.436]",Excited
8.74,171.99,74,0.071,0.066,"[-9.564, -0.79, 3.159, -0.45, 7.385, 8.141, 9.971, -3.901, 3.576, -8.258, 0.748, 3.707, 8.278]",Confused
12.85,199.77,131,0.075,0.075,"[-0.574, -6.722, -6.797, -1.205, -5.534, 6.379, 3.052, -8.36, 6.513, -0.728, 1.285, -7.66, 3.183]",Fearful
13.05,179.85,104,0.033,0.022,"[-3.779, -4.762, -8.342, -1.211, 5.547, 5.339, -7.999, -4.954, -5.515, 3.423, -6.004, 7.737, 1.454]",Neutral
6.97,183.66,157,0.022,0.019,"[-5.763, 5.642, -7.271, 1.039, 4.489, 9.67, 5.882, -1.352, 5.262, -0.44, -5.98, -8.996, -2.621]",Happy
15.75,146.65,74,0.087,0.096,"[-3.964, -9.149, 6.929, -7.451, -9.958, -1.171, 7.045, 9.078, 6.914, -7.845, 3.626, -5.481, -6.121]",Bored
4.01,298.5,168,0.077,0.069,"[0.708, 7.77, -6.736, 7.86, -4.216, -9.445, -7.51, -6.016, 1.166, -7.218, 3.718, 8.78, 7.412]",Surprised
8.17,257.05,187,0.091,0.067,"[-6.807, 0.545, 3.472, 4.396, -5.682, 9.041, 6.791, -0.537, -8.452, -3.081, 0.307, -7.994, -0.089]",Excited
9.06,231.21,212,0.016,0.04,"[-2.126, -4.118, 1.654, -0.206, 7.196, -3.054, 5.704, 2.637, 3.68, -6.479, 3.903, 5.653, 6.95]",Excited
18.45,132.71,65,0.069,0.063,"[-7.165, 5.387, 5.012, 5.836, -0.889, -3.342, 1.962, 7.333, 2.458, 8.881, 1.65, -3.202, 0.509]",Sad
15,248.48,159,0.037,0.056,"[7.473, -4.121, 6.538, -4.721, -7.646, 7.209, 8.57, -8.397, 5.05, 1.319, -7.239, -6.226, -2.071]",Fearful
8.81,268.17,142,0.068,0.065,"[3.561, 1.504, -9.625, -3.814, -9.601, -2.137, -0.565, 4.165, 8.514, -7.644, 1.448, -5.673, -4.649]",Angry
14.82,144.9,112,0.092,0.079,"[5.141, -5.471, -7.43, 0.424, 7.67, 6.586, -2.104, -6.34, -4.516, -3.167, 7.921, 1.655, 5.901]",Neutral
4.61,239.26,168,0.097,0.079,"[-9.287, -9.675, 2.245, 0.759, 9.131, -2.43, -4.463, 3.776, 6.176, 8.76, -6.603, 0.339, -5.87]",Surprised
8.34,210.22,220,0.069,0.088,"[4.41, 0.834, 1.32, -4.498, -8.833, 0.045, -7.08, 1.844, 1.728, -4.751, -8.081, 3.227, 9.271]",Excited
8.05,319.69,182,0.033,0.03,"[0.863, 6.125, 7.962, 2.643, 3.81, 8.183, -4.697, 2.031, 7.768, 9.053, 2.035, -9.478, -5.615]",Angry
5.75,231.36,141,0.099,0.049,"[4.677, -2.624, 6.625, 8.135, -1.843, -7.91, 3.392, 6.757, -4.43, -4.619, -3.029, -9.749, 9.156]",Surprised
12.51,159.83,129,0.024,0.04,"[-6.055, 2.956, 7.445, 2.739, 6.907, 9.461, 6.072, 1.192, -5.856, -8.297, 5.173, 3.813, 7.838]",Neutral
13,162.24,114,0.048,0.029,"[-9.472, 0.562, -3.413, -2.327, -2.851, 7.534, 2.786, -7.203, -2.189, 2.124, 6.933, 7.152, -3.771]",Calm
17.32,168.5,57,0.089,0.085,"[-2.323, -7.072, 2.957, 4.366, 0.662, -9.238, -1.111, 7.289, -5.418, 6.15, 6.905, 2.828, -8.735]",Bored
5.17,248.38,169,0.068,0.038,"[-8.919, 1.864, 0.561, -1.088, -4.953, -5.233, 5.643, 6.533, 0.775, -2.88, -3.598, -8.91, 6.655]",Surprised
9.38,255.99,205,0.037,0.027,"[-8.766, -5.32, 4.068, -9.297, 5.134, -5.245, 3.723, 5.369, -4.279, 1.107, 3.663, -0.218, 1.175]",Excited
10.52,165.55,96,0.046,0.062,"[6.189, 5.409, -3.923, -0.936, 1.883, -2.901, 6.258, -2.404, 1.576, 8.368, -8.091, 3.131, 5.011]",Calm
4.16,297.86,132,0.07,0.059,"[5.559, -3.427, -2.491, 3.063, 3.397, 0.956, -1.502, 0.613, 0.615, 2.588, -7.98, -3.986, 7.513]",Surprised
15.68,177.04,114,0.038,0.015,"[-9.76, 5.88, 3.568, -0.675, -3.926, -4.102, -2.356, -1.088, -6.96, -3.451, 0.845, 6.997, -6.121]",Calm
12.65,170.89,116,0.065,0.019,"[-6.638, 6.205, 8.888, 2.897, 4.379, 1.824, -0.586, -5.924, 5.561, -8.989, 9.358, -5.429, -8.844]",Neutral
12.3,163.12,107,0.058,0.041,"[7.507, -2.389, 4.365, 6.459, 8.897, -9.598, 0.551, 4.177, -8.248, -5.348, -9.232, -0.745, -3.611]",Neutral
8.05,189.57,107,0.064,0.012,"[-4.248, 4.359, 0.325, -9.431, -8.492, 2.339, 3.603, 2.078, -4.696, -9.805, -5.049, -5.589, 3.249]",Confused
4.38,280.02,139,0.058,0.043,"[3.03, -2.631, -1.303, 4.622, -7.193, -7.882, -8.323, 5.495, 0.138, 4.74, -6.958, -7.978, -2.166]",Surprised
9.15,226.02,150,0.067,0.072,"[1.114, -0.724, -7.969, 7.525, 7.862, -2.23, -0.394, 2.235, 5.783, -4.577, 4.696, 7.276, -5.551]",Excited
15.41,210.13,116,0.065,0.023,"[-5.53, -9.704, 2.265, -6.557, 3.595, -1.648, 3.3, -1.199, 9.893, -6.5, -2.328, -1.54, -3.257]",Confused
11.26,258,140,0.068,0.015,"[3.613, -0.794, -1.231, 3.555, -6.925, -3.067, 4.751, -3.826, 0.868, -2.92, -2.16, -5.747, -7.597]",Fearful
9.86,154.66,118,0.044,0.096,"[-7.596, -0.179, 5.192, 1.817, -6.85, -5.082, -6.903, -5.934, 5.857, -4.337, -7.531, 3.118, -0.943]",Neutral
10.81,150,91,0.012,0.078,"[-6.473, 5.851, -2.731, -3.791, 8.726, -1.861, 3.738, 7.765, -9.074, 5.995, -8.714, -5.761, 8.587]",Confused
9.69,207.3,97,0.064,0.085,"[3.63, -7.979, -6.954, 9.993, -6.74, 7.214, -7.754, -1.494, 3.344, -0.668, 3.537, -3.001, -8.165]",Confused
9.93,239.68,115,0.096,0.094,"[-3.944, 8.057, -6.303, 5.91, -6.32, 7.083, 4.249, 9.429, 9.327, 8.076, -2.047, -5.633, -2.291]",Fearful
7.78,262.01,155,0.073,0.067,"[-8.842, 3.432, -6.35, -8.509, -0.052, 2.338, 3.723, -7.582, 9.492, -0.755, -8.239, -5.4, 5.831]",Surprised
5.22,274.57,148,0.055,0.061,"[-3.462, 0.82, 9.898, -6.368, -2.378, 1.257, 2.504, 3.847, 3.136, -2.019, 2.717, -0.04, -8.091]",Angry
3.69,269.17,144,0.095,0.026,"[-4.01, -6.181, 6.035, -4.798, 8.626, -4.868, -8.315, 7.463, 3.034, 2.334, -8.026, -5.586, -2.081]",Surprised
6.93,184.11,150,0.072,0.064,"[7.729, 9.573, 4.522, -8.873, 5.052, -5.077, -6.007, -3.159, -7.748, -9.346, -1.408, 5.708, -3.618]",Happy
8.71,211.56,79,0.028,0.096,"[7.828, 4.047, 6.986, 7.079, -8.395, 4.675, 4.483, 6.655, -0.854, -9.991, 1.233, 7.387, -1.788]",Confused
18.96,147.39,59,0.061,0.043,"[-1.519, 6.972, -2.998, 0.118, -8.861, -0.818, 8.269, -5.771, 2.988, -8.505, 2.341, -7.983, 2.031]",Sad
11.98,159.59,90,0.023,0.034,"[4.293, 6.385, -5.163, 9.678, 0.965, 2.781, -4.627, 7.114, 9.538, 8.433, 9.784, -1.868, 6.638]",Calm
10.73,125.1,67,0.014,0.063,"[-8.998, -5.839, 2.924, 4.231, 1.154, -0.354, -4.323, -1.645, 5.213, 6.212, 1.089, -7.857, -5.182]",Sad
11.35,175.73,70,0.086,0.011,"[8.699, -3.394, -2.881, 0.071, -9.972, -4.456, 3.06, -8.554, -1.658, -1.098, 9.692, 7.008, 2.262]",Confused
9.46,197.29,174,0.056,0.081,"[-4.573, -3.61, 2.991, 1.608, -8.568, -8.948, 9.545, 9.762, 7.267, -1.018, 9.584, -8.774, -8.979]",Happy
5.05,298.41,191,0.095,0.041,"[9.072, 3.115, -8.023, -0.584, 3.964, 4.178, -7.389, -8.869, 6.929, 2.983, 8.499, 8.499, 4.182]",Angry
13.37,183.19,126,0.099,0.092,"[0.816, 7.483, 7.863, -8.763, -3.11, -6.732, 5.329, -9.233, 4.433, -0.356, -2.715, 9.877, 4.412]",Fearful
19.69,137.26,78,0.014,0.05,"[-2.611, -3.517, -2.516, -8.596, -9.174, 7.561, 7.449, -5.954, -1.698, 7.309, -5.628, -9.978, 8.264]",Sad
14.37,169.15,67,0.018,0.017,"[-8.257, 6.37, -9.916, 3.135, -9.25, -5.647, -4.948, 1.463, 1.535, 4.099, -3.483, 2.5, -8.207]",Bored
13.76,267.98,142,0.059,0.076,"[7.007, 7.263, 7.576, -7.154, -9.989, -4.013, 5.765, -3.543, 0.795, -5.809, 2.098, -7.114, -2.671]",Fearful
10.73,263.04,144,0.039,0.049,"[5.818, -4.831, -8.169, 0.139, 0.726, 3.185, 8.395, -2.844, 6.499, 4.055, -1.988, 2.443, 4.907]",Fearful
10.22,301.99,200,0.027,0.054,"[-1.906, 1.275, -9.954, 9.147, -0.805, 4.791, 2.654, -4.193, 2.217, 6.487, 5.027, -2.381, -3.751]",Angry
15.84,142.82,122,0.064,0.052,"[-7.842, 3.024, -4.087, 1.759, -0.021, 3.897, 9.698, 9.224, -0.447, -7.546, -7.358, 0.439, 7.091]",Calm
6.54,181.33,179,0.057,0.095,"[-8.314, 9.885, 7.09, 7.552, -4.386, 9.676, -7.117, -9.19, 0.388, -1.641, -8.107, 3.966, 3.599]",Happy
8.3,261.35,151,0.097,0.061,"[7.5, 3.288, 9.585, -1.227, -0.059, -8.867, -8.263, 0.966, 6.116, -3.63, -5.416, -7.63, 9.185]",Angry
9.48,201.26,120,0.011,0.016,"[-2.885, -4.987, 5.219, 9.601, 7.3, 8.524, 0.644, 2.526, -4.054, -3.492, 8.563, 0.595, 6.195]",Fearful
14.92,155.61,72,0.04,0.025,"[-0.506, 2.265, 0.136, -3.277, 5.594, -2.039, -8.17, -1.934, 3.974, -1.443, 6.148, -6.332, 8.137]",Bored
13.58,195.57,152,0.056,0.059,"[8.088, -0.15, -7.961, 7.64, 1.128, 1.517, -4.871, 7.687, 0.067, 2.586, 1.029, -8.636, 1.992]",Fearful
9.21,187.16,104,0.1,0.077,"[-3.807, -6.339, -1.9, -8.127, -7.777, -2.018, -3.887, -1.853, 8.931, 3.788, 1.262, -7.525, -8.93]",Confused
11.94,135.02,57,0.095,0.023,"[-2.511, -8.428, 4.297, -2.587, 4.082, 4.894, -7.697, 6.53, 1.088, 2.287, 4.471, -5.141, -1.263]",Bored
14.16,185.9,119,0.084,0.077,"[7.723, -5.744, -7.631, -4.24, 5.771, -0.785, 0.068, 2.533, 7.218, 6.476, -4.642, 5.802, 2.917]",Confused
11.05,203.56,212,0.046,0.08,"[-6.856, 8.639, -8.629, 9.743, 0.786, 8.763, -3.485, 2.009, -7.374, -3.795, 4.376, -4.838, -6.142]",Excited
5.53,237.69,164,0.035,0.08,"[0.78, -2.309, 6.784, 4.147, 2.406, -9.482, 2.374, 2.589, 8.274, 0.271, -4.788, 5.561, 3.523]",Happy
14.09,173.23,119,0.046,0.021,"[-2.783, -5.336, -3.802, -3.371, 6.121, 3.293, -1.389, 9.54, 3.721, -1.218, 0.566, -6.127, -1.195]",Confused
12.24,114.8,74,0.015,0.022,"[4.781, 7.649, 3.168, -3.908, 0.299, -8.077, -6.811, 0.463, 4.028, 0.004, -8.113, 6.754, 0.148]",Sad
6.79,276.88,132,0.098,0.062,"[-8.541, 0.127, -3.469, 9.988, 9.437, 7.113, 2.932, 8.635, -4.819, 0.917, 1.319, -7.889, 3.301]",Surprised
17.28,145.63,91,0.012,0.02,"[1.589, -5.281, 3.095, 8.764, -4.042, 0.104, -9.004, 2.171, 0.942, 4.404, 7.306, -7.785, 3.525]",Calm
10.47,210.43,75,0.066,0.075,"[-5.868, 5.85, 9.913, -3.805, -6.908, -8.742, 9.385, -2.596, -6.458, 7.564, -5.753, 0.202, -6.567]",Confused
3.36,231.6,157,0.015,0.031,"[2.61, -0.89, -0.218, 4.474, 3.749, -3.762, 7.903, 2.698, 9.763, -2.245, -7.177, -2.692, -4.807]",Surprised
12.58,158.1,100,0.079,0.045,"[-7.231, 5.476, 6.431, -0.547, -4.381, -1.179, 3.29, -5.827, -3.101, -2.072, -4.033, 7.472, -3.34]",Calm
6.53,248.46,184,0.079,0.091,"[-6.283, 8.5, 0.116, 7.692, -3.508, -6.117, -4.455, 0.623, -7.934, -5.081, 3.623, 2.981, 6.277]",Excited
7.39,203.94,132,0.023,0.028,"[6.707, 4.24, -6.566, 3.553, -3.907, 0.793, 2.677, -0.763, -7.698, 7.901, 5.929, -8.498, 4.228]",Fearful
9.14,280.98,169,0.032,0.018,"[-7.389, 3.504, 2.309, -0.307, -7.956, 0.821, -3.818, -4.419, -0.998, 4.356, -9.582, -6.833, -3.89]",Angry
13.33,121.2,51,0.072,0.031,"[-2.839, 4.147, 4.374, 2.382, 2.457, -9.769, -1.476, 4.592, -1.12, 0.802, -5.601, -1.741, -8.394]",Sad
9.48,240.56,176,0.043,0.085,"[-7.59, 2.478, -1.652, 5.117, 2.516, -3.135, -4.191, 9.521, -4.064, 5.959, -9.517, 8.555, 8.104]",Happy
9.77,166.3,94,0.019,0.032,"[1.948, -5.147, -0.3, 4.504, 7.893, 1.117, -3.238, 1.654, -8.757, -8.421, -1.624, -8.698, 0.506]",Neutral
6.66,287.37,191,0.08,0.053,"[-2.217, -9.986, -7.154, 9.026, -3.857, 5.507, -5.302, 7.597, -1.227, -6.945, -5.754, -6.496, -6.861]",Angry
12.93,127.12,73,0.063,0.075,"[6.676, -5.412, -0.1, -7.354, -2.352, 3.963, -0.585, 0.638, -4.544, 9.64, 7.596, 8.522, -2.818]",Sad
9.78,163.82,70,0.052,0.031,"[9.643, -4.179, -4.748, -9.816, 2.438, 0.76, 9.391, -9.06, -0.254, 3.985, -0.63, 1.175, 0.552]",Confused
6.35,249.49,177,0.015,0.097,"[2.695, -7.664, -0.771, -5.82, 3.477, -7.89, -8.496, 0.604, -6.232, -6.222, 6.623, -4.65, 9.98]",Happy
15.51,103.78,51,0.097,0.1,"[3.975, 6.817, 1.479, -3.868, -6.598, -5.518, -5.492, 0.362, 0.037, -3.633, -3.034, 5.725, -8.002]",Sad
12.24,147.55,112,0.015,0.063,"[-7.2, -5.859, 0.017, 7.749, -0.257, -3.847, -4.905, 7.026, 2.303, -7.633, -8.818, 9.461, 0.795]",Neutral
6.33,215.04,181,0.081,0.026,"[4.392, 3.915, -3.693, -9.811, -1.416, 8.446, 3.849, 9.211, 5.973, -1.728, 4.169, 9.699, -1.722]",Excited
12.39,149.68,100,0.029,0.063,"[0.158, 5.438, -9.934, -0.516, 4.031, 0.903, 6.231, -2.767, -7.081, 8.854, 8.778, 6.668, 2.772]",Neutral
10.91,132.43,84,0.082,0.027,"[-1.931, 6.986, -6.466, 2.498, 6.825, -6.344, -0.912, 4.342, -4.426, 4.484, 6.909, 2.876, 0.736]",Sad
11.58,286.73,168,0.012,0.044,"[-6.751, 0.526, 4.093, 5.636, 7.042, -3.791, 0.966, 3.122, -2.961, 0.328, -5.234, 5.803, -9.234]",Angry
17.79,135.32,68,0.069,0.026,"[-1.895, 8.11, -1.649, -1.754, 4.023, 1.762, -2.547, -3.316, -3.688, -7.904, 3.261, -7.972, 1.329]",Bored
10.14,175.24,103,0.013,0.033,"[5.092, -7.48, -6.295, -9.877, -7.053, 1.39, -2.604, -6.617, 5.666, 7.015, 8.016, -2.342, 3.973]",Neutral
14.63,143.71,55,0.035,0.061,"[-0.953, 1.94, 6.316, -1.547, 3.094, -7.552, -8.503, -7.965, -7.704, 9.768, -8.068, 8.539, -9.597]",Bored
3.41,265.39,133,0.011,0.04,"[1.882, -1.01, -8.675, -1.476, 0.205, 7.609, 6.333, -5.431, 6.644, -7.743, -9.99, -1.682, 4.138]",Surprised
15.3,147.81,74,0.016,0.058,"[-5.794, 4.948, 5.359, 8.464, -7.56, -8.932, -1.457, 9.882, -8.919, 8.404, -3.224, -3.382, 7.228]",Bored
9.96,147.93,122,0.045,0.03,"[-2.224, -0.478, 0.502, 1.517, -7.968, -1.402, -7.982, -6.307, -6.347, -1.634, -9.404, 4.238, 8.767]",Neutral
8.69,187.61,70,0.087,0.061,"[2.645, -2.814, 0.001, 6.998, 8.098, 7.637, 9.003, -5.707, -8.129, 3.926, -5.802, 8.103, -2.476]",Confused
7,247.88,117,0.079,0.02,"[0.217, -4.639, 5.666, 9.986, -6.651, 6.228, -9.197, -7.075, -1.804, 8.522, -0.28, -1.241, 8.491]",Fearful
19.03,135.29,52,0.032,0.097,"[-6.162, 8.986, -6.683, -1.57, 8.451, 4.86, -6.033, 0.616, -5.785, 6.013, -5.959, 5.537, 2.187]",Bored
11.88,201.62,121,0.041,0.073,"[-3.093, -5.88, -7.475, 6.807, -2.034, -0.006, -4.584, 0.077, 4.753, -2.552, 8.37, 2.234, 1.777]",Fearful
11.86,160.34,116,0.083,0.049,"[3.566, 9.437, 4.706, -7.195, -4.329, 0.083, 8.781, -6.922, -1.2, 5.017, 2.44, 8.382, 8.148]",Calm
16.21,160.62,104,0.036,0.05,"[-7.893, -5.821, -1.118, -6.076, -9.523, 7.662, -2.451, -8.702, -3.549, -2.606, 8.031, -6.352, 7.881]",Calm
10.48,242.22,151,0.082,0.079,"[6.653, 9.888, -4.966, 2.712, -3.113, -2.185, 0.951, 4.742, -8.975, 5.161, -5.517, -6.125, -8.315]",Excited
5.95,212.5,199,0.088,0.092,"[-8.164, -6.419, -0.424, -1.826, 9.178, 1.678, 1.625, -9.408, -7.822, -3.618, -6.728, -4.521, -0.61]",Excited
11.08,107.89,73,0.021,0.014,"[4.567, 0.839, 0.613, -3.957, 1.969, -7.723, -1.237, -4.202, -1.958, 5.514, -3.728, -1.425, 9.004]",Sad
14.96,189.73,150,0.025,0.094,"[6.2, 2.094, -5.846, 4.85, 4.459, -6.65, -4.784, -0.504, -9.478, 6.75, 3.06, 6.96, 3.911]",Fearful
13.13,168.98,96,0.049,0.056,"[9.269, 8.55, 3.42, 6.226, 8.068, -8.893, -0.349, -5.442, 6.266, -7.737, 8.569, -9.372, 9.685]",Confused
